Title; Year; Original_line; Line_number; Last_word; Last_word_POS
Цейлон; 1916; Вот медленно клубится, уползает… Встречаются двуколки. Крыши их,; 42; их; NPRO
Цейлон; 1916; Соломенные, длинно выступают; 43; выступают; VERB
Цейлон; 1916; И спереди и сзади. В круп бычков,; 44; бычков; NOUN
Цейлон; 1916; Запряженных в двуколки, тычут палкой:; 45; палкой; NOUN
Цейлон; 1916; «Мек, мек!» — кричит погонщик, весь нагой,; 46; нагой; ADJF
Цейлон; 1916; С прекрасным черным телом… Вот пески,; 47; пески; NOUN
Цейлон; 1916; Пошли пальмиры — ходят в синем небе; 48; небе; NOUN
Цейлон; 1916; Их веерные листья, — распевают; 49; распевают; VERB
Цейлон; 1916; По джунглям петухи, но тонко, странно,; 50; странно; ADVB
Цейлон; 1916; Как наши молодые… В высоте; 51; высоте; NOUN
Цейлон; 1916; В траве перебегают грациозно; 53; грациозно; ADVB
Цейлон; 1916; Песочники, бекасы… На деревьях; 54; деревьях; NOUN
Цейлон; 1916; Сидят в венцах павлины… Вдруг бревном; 55; бревном; NOUN
Цейлон; 1916; И точно порохом взорвало рыбок! Тут часто слон встречается: стоит; 57; стоит; VERB
Цейлон; 1916; И дремлет на поляне, на припеке,; 58; припеке; NOUN
Цейлон; 1916; Есть леопард, — он лакомка, он жрет,; 59; жрет; VERB
